Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL,amazon_url,amazon_mrp,amazon_sale_price,amazon_quantity,amazon_uom
51,W0VA3PATDI,Crocs Womens Splash Studded Flip Flop Red_UK8,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/70cce53d-953e-47e7-840e-a1f1a9fd4c5b_BeltsWalletsBagsinstamax_J45KXFTCPW_MN.PNG,8UK,https://www.swiggy.com/stores/instamart/p/W0VA3PATDI?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjMxNTE3MTg0MTIwNzQ1OjE3NDUzMjM2NTc6c3BfYXRmOjMwMDUyNDg4MTIyOTMzMjo6MDo6&url=%2FLUDIC-Collection-CloudFrame-Technology-Ultra-Soft%2Fdp%2FB0F29RMM1P%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.EH7jGWRtfxSPSNCCXVcgtqTORG0knLoNY81eLqto5wSyeDMO8_c5UO8rfy_anl4psBrvEwkK97B1SJ4sNJdauWrL5Yq5-MHbId9DUUH6iaPYaz9EDwtRuKGeZXLnk2HCVJv9Ddl3BAoUJQI7068YGCsEgOGUcajrA8GFF4XaQl1j0kABu0LLwJlydT5Nxp1BNbCMg9rTSwcCyf3ufb5bpNGCYM95Fu3a_aS6UHA68kW41u2hynbK5qChdEGeT0j9x2U43Z-cFCiAj1YEQx22KzMfIsEOSqgb3U6mvSsMsgI.dJ_i1UOpkzKXt-4jVmnYYckQArFdnAsh-holiXDP3yo%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BSplash%2BStudded%2BFlip%2BFlop%2BRed_UK8%2B8UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323657%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,1999,N/A,N/A
52,GGOXDS713T,Sosyo mix fruit flavoured drink,Cold Drinks and Juices,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/9/25/f0db8ab0-a8a8-401e-a5af-d57e84afdedc_151289_1.png,500ml,https://www.swiggy.com/stores/instamart/p/GGOXDS713T?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDc2NzI4NTM0OTE5MzMyOjE3NDUzMjM2NjA6c3BfYXRmOjMwMDUyNDUyMjcxMzUzMjo6MDo6&url=%2FBerry-Superfood-Multiple-Vitamins-Natural%2Fdp%2FB0F37JPDMV%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.fRdFNGzyU9SUKpLRQccvinx03Mvcva064iBxY8yythqKe3bOLrfDnMYJstQD3DOgo-_ASthpkXXZ7C-FyWNFFfvKfL6Qu9ikBZdqWHdLRrig2Sth1BwHJWfQD45otjwVmLbECJkv2QFiZHEYy1b_0xTYx2WmmIqhv3qK-qCEtkJ_rH8ucxPIoYFY_UyZhyuFeX9vZpOrlOyXwEuCzTihqD1jh2JZ7foDQPT7t2yUJkfFy47HuYfCRP6vIyMOoenVXLESbiWav4Zu5I9ZXdPfpVQKnuWwkwah5if8P2-yiWY.dniDuwJL53EOy61c9ePCTCAcad4WbftafzFSDCG4fAI%26dib_tag%3Dse%26keywords%3DSosyo%2Bmix%2Bfruit%2Bflavoured%2Bdrink%2B500ml%26qid%3D1745323660%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,449.,N/A,N/A
53,WU4HXIZIGS,Just Lil Things-artificial-earrings-jlt12326,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/db2fa1fc-6750-43b4-b568-5f1cb6060db3_291612_1.png,25g,https://www.swiggy.com/stores/instamart/p/WU4HXIZIGS?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTc2MjM1NDQ0OTUzNDc5OjE3NDUzMjM2NjU6c3BfYXRmOjMwMDQ4MTQzMTg3NDczMjo6MDo6&url=%2FZISTHI-Sterling-Silver-Traditional-Earrings%2Fdp%2FB0DRNYB8N4%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DJust%2BLil%2BThings-artificial-earrings-jlt12326%2B25g%26qid%3D1745323665%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DAL9Y47R9B2EX4,N/A,1499,3.52,g
54,RA4R87Q995,Crocs Womens Splash Slides Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/27/454bd24a-c917-4f70-a246-5c339e3fa0a0_BeltsWalletsBagsinstamax_UZ5M4F35UF_MN.JPG,7UK,https://www.swiggy.com/stores/instamart/p/RA4R87Q995?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzQ2MTA0ODkxMjc1MzQ5OjE3NDUzMjM2Njk6c3BfYXRmOjMwMDUyNDg4MTIyOTEzMjo6MDo6&url=%2FLUDIC-Collection-CloudFrame-Technology-Ultra-Soft%2Fdp%2FB0F29SYB4Q%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.Jck67PFY-oWirKT2Wv7HdqSZXm-dOPLCES6d0yk6z167tYjBHFX6DRUA2h9ZiAhkWAHmepS5faEMNkRkfQHjaAh4xe0HW1G4mts_-HN9W_VjaVEIsFxHeiFp90ibMtPXt4_YIw91Kg6OXRdi4h4wZ24qActwfcZU6abLci-PNeQxwG5GLqhpmhXZAKduCygakYNyOZ16-1y79q0GTUJZhwEN3lENTAH67P-a5EhVdqXg1rAwlUgVtKSvJ-VSGPuhPNMmNmkK3gUJMjpn2LZZneBxLM1I9cvoC_MVMJuejnU.dYbeXqoZ54Ld885z1hF51fPD6qndBCV6n0LDMvAwvC0%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BSplash%2BSlides%2BBlack%2B7UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323668%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,1999,N/A,N/A
55,MQUR9935E2,Crocs Womens Kadee II Graphic Sandal Pink,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/28/82a93d5f-6bf8-406a-9c9f-e100e06890a8_73875_1.png,7UK,https://www.swiggy.com/stores/instamart/p/MQUR9935E2?custom_back=true,https://www.amazon.in/Crocs-Womens-Kadee-Graphic-Sandal/dp/B0B8TQM6MQ/ref=sr_1_1?dib=eyJ2IjoiMSJ9.rj8ty79zngsVkSqTw3pBeQYQYFXnCksaWWJkWXLtZa7E85o34RePhUtN8oAZ_vmLOq3haeelivREu2bp-jCjdyd2wVva-D97RLRKT35mf8CYjfTxjYb7auIeHHmmEijRSlO_Vjd1CC2Mw8sll_mWtR5j35hymGfCrv20nzVr5XfpHUI__BeLfl_0iai-dGMPqOsNqcT4hrFIpXqqkDkDeQ4xf8kSBn01_mJHZgLxe0FK87uVJBR_hrfbLZ47sELtoB3qA3PZGuBcJDxM-y35yYuR9W5MZwSLRbb66AETyXo.pX1EDU3SRU6wE8_DJKCkS-uNLY-GrW-pfFpl4SugoGg&dib_tag=se&keywords=Crocs+Womens+Kadee+II+Graphic+Sandal+Pink+7UK&nsdOptOutParam=true&qid=1745323673&sr=8-1,N/A,2795,N/A,N/A
56,OIL3BWDI13,Just Lil Things Gold-Plated Heart Pendant Necklace â€“ Elegant Minimalist Design for Everyday Wear jltn0549,Jewelry and Hair Accessories,0,25g,https://www.swiggy.com/stores/instamart/p/OIL3BWDI13?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NjMzOTYyOTY4MjQzNzYyOjE3NDUzMjM2NzY6c3BfYXRmOjMwMDM0OTk2NTc2NTYzMjo6MDo6&url=%2FGIVA-Sterling-Ballentine-Certificate-Authenticity%2Fdp%2FB0BY2MDFXT%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.7VNAzjn0M2_8p77jchmPdBSErEcw1keOthDqjIFj2bjwJy8ewxFrTbL7jFA7NcdHkpLmI-9XiRFw25gWN9Nqt7UwwV3P8pjCVJiUUIoH6FqH-P8YlKVkJqc0MtGWnlusuG_4jMcN8NcQ6VBF2ze5rS7xTSdgwW0F9KHRAdSNGIpH8heIBgkTKcLGsy45mLC8YOKtfQaOHhe3Z_hQAb_sXmeVugSyJanuK60rjbPagvqBU_2afwfAob8rnf4hBty1CQZ2KUGCiKh0LCc8sG6n-MXfyMM1wyGc9GkT7fFAO1o.-VPDa2uaprttG6H53PMQ7htEKvhVqBSTF2Zf57zkbfU%26dib_tag%3Dse%26keywords%3DJust%2BLil%2BThings%2BGold-Plated%2BHeart%2BPendant%2BNecklace%2B%25C3%25A2%25E2%2582%25AC%25E2%2580%259C%2BElegant%2BMinimalist%2BDesign%2Bfor%2BEveryday%2BWear%2Bjltn0549%2B25g%26nsdOptOutParam%3Dtrue%26qid%3D1745323676%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,8799,N/A,N/A
57,GFDBY1H0W7,Just Lil Things Vintage-Inspired Amber Resin Hoop Earrings with Gold Accents jlt11501,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/21/53e6da8c-47d4-4b7a-812e-eb747d98ebfe_138910_1.png,1Pair,https://www.swiggy.com/stores/instamart/p/GFDBY1H0W7?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjIzODIzMzcyOTAzMzQwOjE3NDUzMjM2ODA6c3BfYXRmOjMwMDUzMzQwODcxNTMzMjo6MDo6&url=%2FStar-Shaped-Gold-Plated-Jewellery-Resistant-Lightweight%2Fdp%2FB0F3DGFCPC%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.0D5bT39XbxUDgrPETVApqzkSgoCp5YxUySwpESr1R6Yfnkh1dvgLMZI0zG7o7qZbBSl023VsQueNQIrLZCfMkEx3zGrDiMNXm5iM4MacHqbdJEFG-IQIh92tUuaL04YOFFlhTyC0P4duxs-73XwcUjOc6AyzSUqDxC9dQ_PklprjjD_LDgtf3Un6SqAyt_lhcavHNDJCtC7TXAOEGIOUlPYt3v2rl9NMYwBFS58K_zinRZ18hLd4HFh-kc3War6dRFU-kqHKHV7Qy36pakGGiumNVbBW9c1DaLIUcZTBjWw.BGffCDOBBqJUj-HwHc7D0KcUFkEiwlGXRw1y0nIhKdo%26dib_tag%3Dse%26keywords%3DJust%2BLil%2BThings%2BVintage-Inspired%2BAmber%2BResin%2BHoop%2BEarrings%2Bwith%2BGold%2BAccents%2Bjlt11501%2B1Pair%26qid%3D1745323680%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,749,N/A,N/A
58,8R4PTYCN1Q,Crocs Mens Yukon Khaki Flip Flop Blue,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/27/b130d9e0-374e-4485-b88b-e8e6a952f520_BeltsWalletsBagsinstamax_ZSFWZIFGAZ_MN.png,8UK,https://www.swiggy.com/stores/instamart/p/8R4PTYCN1Q?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NDg2NzQwNjA0MjI4MjI6MTc0NTMyMzY4MjpzcF9hdGY6MzAwNDI5MDc2OTYyNzMyOjowOjo&url=%2FYo-kai-Modern-Featherweight-Footwear-Numeric%2Fdp%2FB0D9CWQ3VV%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.pdxd2xQ7BY5eZkusKraz_UzEJiUhKojpZnY0fr4uXVsOI4rwmeIlZRwN3nLqgk4zzMLZ4kDwKewj2P7LhB1lyfmv3nN-axMCGO0eZlSGIRHBP8HHiDhivVyZ7V43F4g3eVExMHhgf2XRxL6HMmk_OU5VABrZPv3kK6Ru4Q7gOoaMJOUh8kCMP7syHvocKmDP0Y0cok6lK8KV2O2pU_ucDF6G1kd1BnmN1MZP6LIvfv_BMK_m4ZSxJrGI-agiXXFpumhj0xr9yNhGlbureoH8KJmafXVSZx-9nGO366NUbKc.gQy3WcQGXfrnabzpDFJYr5yVPZLjZSUg5kWzFU4fMII%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BYukon%2BKhaki%2BFlip%2BFlop%2BBlue%2B8UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323682%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,499,N/A,N/A
59,327DJM1A0A,Jimmy's Peach Beer - Non Alcoholic,Cold Drinks and Juices,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/18/3c130244-1e31-4ba9-a55c-95efe0b0f7e3_173533_1.png,250ml,https://www.swiggy.com/stores/instamart/p/327DJM1A0A?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDczMTUxMTA3MDk0MzU3OjE3NDUzMjM2ODQ6c3BfYXRmOjMwMDQxNjg2NjI3NzMzMjo6MDo6&url=%2FBevaro-Refreshing-Cocktails-Mocktails-Beverages%2Fdp%2FB0D2LDFWLC%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.RxrQJdP4bIsPVQKFuMCztbLKsZPIFj51WWfAiq--y2GC23U_NH1whX6VQ0jPywKyh4RDPhyU8r41YcWVS3qi0WU7AsX7MYcVPkcO3zsFV9FiTcIyr3nZCqZk6MOxiaRFoswYJ_XVeDvfy4xJcVtNiuipMkXzJBloZjylKJXA3PQAc_JgBMat_hQCKL3SKt4QKyluQY39UH90K18FsYGCJdPXHxyyV8IMaZ1y40VN8AkruDSNVZ7RahMhlbHQ88p_upoMv0qhWZZltOBSGnUI9k-diQoZsTnu1VSKIRPCx6Q.qW35aL7emLpj89oec8OzqeObeow1SrGKcJz-S8CW4CY%26dib_tag%3Dse%26keywords%3DJimmys%2BPeach%2BBeer%2B-%2BNon%2BAlcoholic%2B250ml%26qid%3D1745323684%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,469.,300,ml
60,SDAYSF57A7,Britannia Double Choco Chip Cake,Biscuits and Cakes,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/11/13/3099f0a6-3b20-49a6-a196-c6ecb4b21d02_403411_1.png,250g,https://www.swiggy.com/stores/instamart/p/SDAYSF57A7?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NjY1MTk3NjcyNTM4MjYwOjE3NDUzMjM2ODg6c3BfYXRmOjIwMTMxMzgzODc3Mzk4OjowOjo&url=%2Ftwo-little-birds-Chocolate-Vegetarian%2Fdp%2FB0BN45783M%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.THK-yMUIMI5kitVZ1oJQ4LMzcB4aX54pstEu1DRF89FaZckmr2PSZEqGGY7ribhpdu1MQWkA6DBzf2KShDEFqq7WaR7ICVEiVxvsMOwnIJt-xR_2XoG9bAXWXdvtD_SkZsCjGQU4HxQeFf0FK4sxTwJX9aDwrVmRiscCclLOYZd6ErGAnahJSZJT2FzFIVWPNtU5dA5ueYsC8ByF5YJCGKtx0K8bhUDhLdZ8_AWukEN1rhH6eoJNz6j-UyxlC3eFV4ig9qdCMSXnxQPw1Cbwd3y7WhUk7_yej2EvwK7KJmM.Pi1cZgfV3mQBhsa2-Y6j5_RwbACtxSAfknG1TleK_QM%26dib_tag%3Dse%26keywords%3DBritannia%2BDouble%2BChoco%2BChip%2BCake%2B250g%26qid%3D1745323688%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,560.,250,g
61,JFGY9QLPNW,Diacraft Pillar Candle 3X3Inch,Home,https://instamart-media-assets.swiggy.com/swiggy/image/upload/ab2c61429026cd71e1764e14001aa476,1Piece,https://www.swiggy.com/stores/instamart/p/JFGY9QLPNW?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Mzk2NTEzNTY3NjAxOTM6MTc0NTMyMzY5MDpzcF9hdGY6MzAwNTMyMjQyNDU1ODMyOjowOjo&url=%2FDVelasTM-Unscented-Orange-Pillar-Candles%2Fdp%2FB0DZ6FN2KX%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.PEVsdS9a7qUTtsDJ64xvGiQ9ZqUvR3_FT78xg28mu9Ssj-iguAyiYoR8ixQrz3QYy_drioy1Rr34rP9lFI6FaNysWTf9Hifl5bovA50_B7yUhHxLd1qrus-UTSZC1rAa_PIN6jN2-HVraGyO-xPQUiYOzIGKA6_svgMIo3SLOTNJqpOO-2xyClj-L1HMvRp1_lqlmijsq9TZDT16hemeCSGvHtgipNQ9U7HwaenSAtJzha9Vsh8SbTq7rxImtrZQD-AVHXgfMB70z80QR38le9Twy_-LOZVxzyw5huAzIzo.JwlAItVwOGC9SJP5EBtQAZyRTmEKPtleg6w0HiJPJvI%26dib_tag%3Dse%26keywords%3Ddiscraft%2Bpillar%2Bcandle%2B3x3inch%2B1piece%26qid%3D1745323690%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,929.,N/A,N/A
62,CUL6768UUR,Crocs Womens Crocs Splash Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/b95f60ae363a1e55b4bd7bfb15b87f83,1Piece,https://www.swiggy.com/stores/instamart/p/CUL6768UUR?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDExNDkzMzc0NzAxNjcwOjE3NDUzMjM2OTM6c3BfYXRmOjMwMDUzNjAzNDE3MzkzMjo6MDo6&url=%2Ftresmode-FLASTRIP-Womens-Flats-Sandals%2Fdp%2FB0DGMZ9CJR%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.nufuQGSSzY5mqXU44Wu69K011TXz0ZJl1-n4Uz9sRsBwQ3WxPgNpHE2kJ-69j0_NTCg7SCFSxoxwRu-AEjX96rY25ZiF0oGtg81NYqV0KYTROZBtz01q_HeltpPNtJKnRK_jpjTFPWZ0YGTSzcSJn7_yjG8sC7lVGyoMWO_1S9cJWx69XRVRO3fyalwOpoS1N5BLoHBUnOmQ_NYCNFibiwJej3tRAnI5sZHWJuoVQ9NqJV62X3PAP3oEmnCMXmMC2uZoLRISKWD1KrWqQgFfUnUjC4tUEHaWNwIqTrbY4dU.ByW2E7w9T0epVjfNOLT7Txrt6k-PftXdF0trRlY8OGA%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BCrocs%2BSplash%2BFlip%2BFlop%2BBlack%2B1Piece%26nsdOptOutParam%3Dtrue%26qid%3D1745323693%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,2079,N/A,N/A
63,5IROS1FBFC,Wonderchef Click & Cook Casserole Set of 3,Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/17/3b120d5d-6945-479c-a7d2-69f2c203f3a8_986396_1.png,1box,https://www.swiggy.com/stores/instamart/p/5IROS1FBFC?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjIwMDg0MzMwMDg1OTUzOjE3NDUzMjM2OTY6c3BfYXRmOjMwMDI0MTcwODg0MzYzMjo6MDo6&url=%2FWonderchef-Nutri-Blend-Watts-Juicer-Grinder%2Fdp%2FB00W56GLOQ%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.-O5E_GEhCnHwmu4sVLiPfjects7jIxKfYpZSUAvBW96igWn07PUrwWqnKl8BtxlZhk3T7_5fAitxBtCygSDhPcAd-YeswoCMxRWY3tRdW_4.NQjJGGuydkOtsLE8wD4rCxeth-DEkbV-IjzWJARJhxE%26dib_tag%3Dse%26keywords%3DWonderchef%2BClick%26qid%3D1745323696%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,5300.00,2399.,N/A,N/A
64,LFONN8ZW68,boAt Powerpod 200 - White,Electronics and Appliances,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/10/a9db5819-227b-4676-81f1-f3220e1b6472_716114_1.png,1box,https://www.swiggy.com/stores/instamart/p/LFONN8ZW68?custom_back=true,https://www.amazon.in/boAt-Powerpod-200-Transmission-Protection/dp/B0DB28LMRZ/ref=sr_1_1?dib=eyJ2IjoiMSJ9.pTiRgF7Df58ufhxPZMERdWLouQclSPau3SJUocWQnEI0RgvYynbWd0mYLUWY7ytcPtyFedrm4qHy9rt-eFONAw.YH6YmgSSbJMKORTCraOPXgapHBdelcyKNuSdEafYkyU&dib_tag=se&keywords=boAt+Powerpod+200+-+White+1box&nsdOptOutParam=true&qid=1745323700&sr=8-1,2999.00,1198.,N/A,N/A
65,2THOTKT2D2,Sparx Slippers SF0204G Blue Black- 10 UK,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/18/a5d3361e-c9ce-4a8e-9f06-7ebc621e0a4d_52270_1.png,10UK,https://www.swiggy.com/stores/instamart/p/2THOTKT2D2?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjA2NDk2NTk2MzI1OTE3OjE3NDUzMjM3MDM6c3BfYXRmOjMwMDM5OTcyMzExMDEzMjo6MDo6&url=%2FTREATTOES-Orthopaedic-Diabetic-Flip-Flop-Daily-wear%2Fdp%2FB0DKTC6L6W%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.maNQPTWQ7gLyS9FYFFeZvy20szj2pVFmxjSPAKfvF1wrDxajChAG6qUKIZqYTjiuGvwNPLD4UvaNueYyAH5nYrso0IgIMXx7ZJEhvWPDfJWnYP3btd_JCDOV_eFVllmNnMxDNvRY58lYJOSckIVyQeV9Ew4nEJbAN8dPx9X6_nhusnrlD6NPqD2BjLGe-1n1YTC_NtLZhYPoaKEs8AUMUwGw_XiLPbaEvksOwVAdRdeZJ-GSjxFWkNwCaLGsikoVNA7coYe7AcZBoyTW7tNv75ovwl0aeASLCT8AAInghxQ.n1xtN_rYtT6dmLOsNUdFYzcK9Ef4BgEhOnZdAu3UQHs%26dib_tag%3Dse%26keywords%3DSparx%2BSlippers%2BSF0204G%2BBlue%2BBlack-%2B10%2BUK%2B10UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323703%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,389,N/A,N/A
